author,music,lyrics
Arctic Monkeys,Why'd You Only Call Me When You're High?,"The mirror's imageTells me it's home timeBut I'm not finished'Cause you're not by my sideAnd as I arrive I thought I saw you leavingCarrying your shoesDecided that once again I was just dreamingOf bumping into youNow it's three in the morningAnd I'm trying to change your mindLeft you multiple missed callsAnd to my message you repliedWhy'd you only call me when you're high?Hi, why'd you only call me when you're high?Somewhere darkerTalking the same shiteI need a partner (aah)Well, are you out tonight?It's harder and harder to get you to listenMore I get through the gearsIncapable of making alright decisionsAnd having bad ideasNow it's three in the morningAnd I'm trying to change your mindLeft you multiple missed callsAnd to my message you replied (message you replied)Why'd you only call me when you're high?(Why'd you only call me when you're)Hi, why'd you only call me when you're high?And I can't see you here, wonder where am I (am I)It sort of feels like I am running out of time (time, time)I haven't found what I was hoping to find (find)You said you gotta be up in the morningGonna have an early nightAnd you're starting to bore me, babyWhy'd you only call me when you're high?Why'd you only ever phone me when you're high?Why'd you only ever phone me when you're high?Why'd you only ever phone me when you're high?Why'd you only ever phone me when you're high?"
Alda Célia,A Colheita,"Voz do que clama em meio ao desertoPrepara o caminho do meu SalvadorGrita nas praças, nas ruas, nos camposPrepara o caminho do meu SalvadorToca a trombeta em SiãoNão despreze as feridas das Suas mãosEste é o tempo de lançarmos a redePregar a palavra, viver o evangelhoEste é o tempo de quebrantamento, a colheita chegouA hora é chegada, o tempo é este, Ele vemVoz do que clama em meio ao desertoPrepara o caminho do meu SalvadorGrita nas praças, nas ruas, nos camposPrepara o caminho do meu SalvadorToca a trombeta em SiãoNão despreze as feridas das Suas mãosEste é o tempo de lançarmos a redePregar a palavra, viver o evangelhoEste é o tempo de quebrantamento, a colheita chegouA hora é chegada, o tempo é este, Ele vemEste é o tempo de lançarmos a redePregar a palavra, viver o evangelhoEste é o tempo de quebrantamento, a colheita chegouA hora é chegada, o tempo é este, Ele vemEle vem, Ele vem (Espírito e a noiva dizem: Vem)Ele vem, Ele vemIde, fazei discípulos de todas as nações, porque Ele vemIde, fazei discípulos de todas as nações, porque Ele vemIde, fazei discípulos de todas as nações, porque Ele vem(O Espírito e a noiva dizem: Vem)Ide, fazei discípulos de todas as nações, porque Ele vem(O Espírito e a noiva dizem: Vem)Ide, fazei discípulos de todas as nações, porque Ele vem(O Espírito e a noiva dizem: Vem)Ide, fazei discípulos de todas as nações, porque Ele vem(O Espírito e a noiva dizem: Vem)Ide, fazei discípulos de todas as nações, porque Ele vem (vem, Ele vem)(O Espírito e a noiva dizem: Vem)Ide, fazei discípulos de todas as nações, porque Ele vemO Espírito e a noiva dizem: Vem"
Kansas,Dust In The Wind,"I close my eyesOnly for a moment, and the moment's goneAll my dreamsPass before my eyes, a curiosityDust in the windAll they are is dust in the windSame old songJust a drop of water in an endless seaAll we doCrumbles to the ground, though we refuse to seeDust in the wind (oh)All we are is dust in the windOh, oh, ohNow, don't hang onNothing lasts forever, but the Earth and skyIt slips awayAnd all your money won't another minute buyDust in the windAll we are is dust in the wind (all we are is dust in the wind)Dust in the wind (everything is dust in the wind)Everything is dust in the windThe wind"
Matuê,Máquina do Tempo,"Yeah, yeah, yeah, yeah, yeahYeah, yeah, yeah, yeah, yeah, yeahYeah, yeah, yeah, yeah, yeah, yeahWoah, iêhYeah, yeah, yeah, yeah, yeah (ahh)Yeah, yeah, yeah, yeah, yeah, yeah (iêh)Yeah, yeah, yeah, yeah, yeah, yeahWoahMe vê: Duplo Rolex, fumando um becksHoje eu trouxe um slick cheio do toprêDerrubo um Jack, bola uma trackSempre existe mais dinheiro a fazerUh, ayy, dinheiro a fazerSempre existe mais dinheiro a fazerUh, ayy, dinheiro a fazerSempre existe mais dinheiro a fazerAhn, domingão queimando gasolina(Domingão queimando gasolina)Foi mal por comer a sua prima (yeah, yeah)Mas a bunda dela me fascina, yahMas a bunda dela me fascEu vou fazer uma máquina do tempoEncher ela de boldoVou voltar pro passado e escrever tudo de novoVou pros anos '70, encontrar com o meu sogroPra fumar um baseado mais bolado que o outroYeah, dropando whisky na balada20 grama de hash, ninguém entendia nada(É o quê?)Viajar no espaço-tempo, você tá ficando doido?Cê sabe que isso é impossívelGaroto, isso é papo de loucoEssas ideia nóis vai curar com uma bombaMas num é do tipo que explodeÉ do tipo que te lombraFalei: Cê tá bem gostosinhaEntão segura a sua ondaE hoje cê num imagina a cena quando ela me vêDuplo Rolex, fumando um becksHoje eu trouxe um slick cheio do toprêDerrubo um Jack, bola uma trackSempre existe mais dinheiro a fazerUh, ayy, dinheiro a fazerSempre existe mais dinheiro a fazerUh, ayy, dinheiro a fazerSempre existe mais dinheiro a fazerAhn, domingão queimando gasolina (gasolina)Foi mal por comer a sua prima (yeah, yeah)Mas a bunda dela me fascina, yahMas a bunda dela me fasc(Yeah, yeah, yeah, yeah, yeah)(Yeah, yeah, yeah, yeah, yeah)Eu vou fazer uma máquina do tempo (woh)Eu vou fazer uma máquina do tempo (woh)Eu vou fazer uma máquina do tempoAhn, temaki apertadoSe ela não quer me ligar, eu não tô ligadoMas o amor dela queima forte tipo um baseadoEla vai desligar mesmo se eu não me ligarEla é A+, heinAhn, eu queria um carroAgora eu posso ter 10, tá faltando vagaTô bombando no Top 10, dominando a áreaNinguém vai me parar, nada mais vai me pararA+, heinAhn, temaki apertadoSe ela não quer me ligar, eu não tô ligadoMas o amor dela queima forte tipo um baseadoEla vai desligar mesmo se eu não me ligar, ela é(A+, hein)Ahn, eu queria um carroAgora eu posso ter 10, tá faltando vagaTô bombando no Top 10, dominando a áreaNinguém vai me parar, nada mais vai me parar"
Jimmy Cliff,I Can See Clearly Now,"I can see clearly now the rain is goneI can see all obstacles in my wayGone are the dark clouds that had me blindIt's gonna be a bright (a bright)Bright, bright sunshiny dayIt's gonna be a bright (a bright)Bright, bright sunshiny dayOoh, yes, I can make it now the pain is goneAll of the bad feelings have disappearedHere is the rainbow I've been praying forIt's gonna be a bright (a bright)Bright, bright sunshiny day(Ooh) look all around, there's nothing but blue skiesLook straight ahead, there's nothing but blue skiesI can see clearly now the rain is goneI can see all obstacles in my wayHere is the rainbow I've been praying forIt's gonna be a bright (a bright)Bright, bright sunshiny dayIt's gonna be a bright (a bright)Bright, bright sunshiny dayBright (a bright)Bright, bright sunshiny day, yeahIt's gonna be a bright (a bright)Bright, bright sunshiny dayIt's gonna be a bright (a bright)Bright, bright sunshiny day, yeahIt's gonna be a bright (a bright)Bright, bright sunshiny day"
Lady Gaga,Judas,"Whoa-oh-oh-oh-ohI'm in love with Judas, JudasWhoa-oh-oh-oh-ohI'm in love with Judas, JudasJudas, Juda-ah-ahJudas, Juda-ah-ahJudas, Juda-ah-ahJudas, GagaJudas, Juda-ah-ahJudas, Juda-ah-ahJudas, Juda-ah-ahJudas, GagaWhen he calls to me, I am readyI'll wash his feet with my hair if he needsForgive him when his tongue lies through his brainEven after three times he betrays meAh-ah-ah-ah-ah, ah-ah-ah-ah-ahI'll bring him downBring him down, downAh-ah-ah-ah-ah, ah-ah-ah-ah-ahA king with no crownKing with no crownI'm just a holy fool, oh, baby, it's so cruelBut I'm still in love with Judas, babyI'm just a holy fool, oh, baby, it's so cruelBut I'm still in love with Judas, babyWhoa-oh-oh-oh-ohI'm in love with Judas, JudasWhoa-oh-oh-oh-ohI'm in love with Judas, JudasJudas, Juda-ah-ahJudas, Juda-ah-ahJudas, Juda-ah-ahJudas, GagaI couldn't love a man so purelyEven prophets forgave his goofy wayI've learned love is like a brick, you canBuild a house or sink a dead bodyAh-ah-ah-ah-ah, ah-ah-ah-ah-ahI'll bring him downBring him down, downAh-ah-ah-ah-ah, ah-ah-ah-ah-ahA king with no crownKing with no crownI'm just a holy fool, oh, baby, it's so cruelBut I'm still in love with Judas, babyI'm just a holy fool, oh, baby, it's so cruelBut I'm still in love with Judas, babyWhoa-oh-oh-oh-ohI'm in love with Judas, JudasWhoa-oh-oh-oh-ohI'm in love with Judas, JudasEw (ew)In the most biblical sense (ew, ew)I am beyond repentanceFame hooker, prostitute, wench vomits her mindBut in the cultural senseI just speak in future tenseJudas, kiss me if offensedOr wear ear condom next timeI wanna love youBut something's pulling me away from youJesus is my virtueAnd Judas is the demon I cling toI cling toJust a holy fool, oh, baby, it's so cruelBut I'm still in love with Judas, babyI'm just a holy fool, oh, baby, it's so cruel (just a Holy Fool, oh)But I'm still in love with Judas, babyWhoa-oh-oh-oh-oh (whoa)I'm in love with Judas, Judas (oh, oh)Whoa-oh-oh-oh-oh (whoa)I'm in love with Judas, Judas (oh, oh)Judas, Juda-ah-ahJudas, Juda-ah-ahJudas, Juda-ah-ahJudas, Gaga (Gaga)"
Miguel,Sure Thing,"Love you like a brotherTreat you like a friendRespect you like a loverYou could bet thatNever gotta sweat thatYou could bet thatNever gotta sweat thatYou could bet thatNever gotta sweat thatYou could bet thatNever gotta sweat thatIf you be the cashI'll be the rubberbandYou be the matchImma be your fuse, boom!Painter, babyYou could be the museI'm the reporter, babyYou could be the news'Cause you're the cigaretteAnd I'm the smokerWe raise a bet'Cause your a jokerChecked offYou are the chalkAnd I could be the blackboardAnd you can be the talkAnd I could be the walkEven when the sky comes fallin'Even when the Sun don't shineI got faith in you and ISo put your pretty little hand in mineEven when we're down to the wire, babyEven when it's do or dieWe can do it, baby, simple and plain'Cause this love is a sure thingYou could bet thatNever gotta sweat thatYou could bet thatNever gotta sweat thatYou could bet thatNever gotta sweat thatYou could bet thatNever gotta sweat thatYou could be the loverI'll be the fighter, babyIf I'm the bluntYou could be the lighter, babyFire it up! Writer, babyYou could be the quoteIf I'm the lyric, babyYou could be the noteRecord that!Saint, I'm a sinnerPrize, I'm a winnerAnd it's youWhat can I do to deserve thatPaper, baby, I'll be the penSay that I'm the one'Cause you are tenReal and not pretend!Even when the sky comes fallin'Even when the Sun don't shineI got faith in you and ISo put your pretty lil hand in mineEven when were down to the wire, babyEven when it's do or dieWe can do it, baby, simple and plain'Cause this love is a sure thingRock with me, babyLet me hold you in my armsTalk with me, babyRock with me, babyLet me hold you in my armsTalk with me, babyThis love between you and IAs simple as pie, babySuch a sure thingOh, is it a sure thingEven when the sky comes fallin'Even when the Sun don't shineI got faith in you and ISo put your pretty little hand in mineEven when we're down to the wire, babyEven when it's do or dieWe can do it, baby, simple and plainThis love is a sure thingLove you like a brotherTreat you like a friendRespect you like a lover"
Mara Lima,Semente do Sangue,"Olhando o passado, eu vejo o sangue na arenaDos nossos irmãos primitivos, morrendo entãoE, como se fosse num vídeo, eu vejo as cenasDos nossos irmãos devorados por fortes leõesO sangue quente que corriaComo enxurrada pelo chãoEra a semente do evangelhoEra sinal de salvaçãoPois cada alma que partiaIa direto ao ParaísoMesmo morrendo aos milhõesPra Deus não era prejuízoEu sou a semente do sangue, dos irmãos que morreram sangrandoPra manter o evangelho vencendo, eles iam morrendoDe Cristo falandoEu sou a semente do sangue, dos irmãos que tiveram coragemDe enfrentar os açoites e a morteE levar a mensagemSei que Tiago foi morto ao ser decapitadoE Pedro foi crucificado de forma cruelSei que alguns foram mortos ao fio da espadaSei que, também, eles estão lá no seio de DeusNinguém pensou em ser covarde, morreram mesmo por amorNão negaram um segundo que Jesus Cristo é salvadorEram firmados na promessa, por Jesus Cristo, garantidaQuem for fiel até a morte terá a coroa da vidaEu sou a semente do sangue, dos irmãos que morreram sangrandoPra manter o evangelho vencendo, eles iam morrendoDe Cristo falandoEu sou a semente do sangue, dos irmãos que tiveram coragemDe enfrentar os açoites e a morteE levar a mensagemEu sou a semente do sangue, dos irmãos que morreram sangrandoPra manter o evangelho vencendo, eles iam morrendoDe Cristo falandoEu sou a semente do sangue, dos irmãos que tiveram coragemDe enfrentar os açoites e a morteE levar a mensagemDe enfrentar os açoites e a morteE levar a mensagem"
The Weeknd,Less Than Zero,"Remember I was your hero, yeahI'd wear your heart like a symbolI couldn't save you from my darkest truth of allI knowI'll always be less than zeroOh, yeahYou tried your best with me, I knowI couldn't face you with my darkest truth of allOh'Cause I can't get it out of my headNo, I can't shake this feeling that crawls in my bedI try to hide it, but I know you know meI try to fight it, but I'd rather be freeOhOh, yeahCan we meet in the middle?Oh, yeah'Cause you were just like me beforeNow you'd rather leavе meThan to watch me die in your arms, ohBut I can't gеt it out of my headNo, I can't shake this feeling that crawls in my bedI try to hide it, but I know you know meI try to fight it, but I'd rather be freeOh(I can't get it out of my head)(No, I can't shake this feeling that crawls in my bed)I can't get it out of my headNo, I can't shake this feeling that crawls in my bedI try to hide it, but I know you know meI try to fight it, but I'd rather be freeYeahI'll always be less than zeroYou tried your best with me, I know"
KISS,I Was Made For Lovin' You,"Mmmm, yeahDo, do, do, do, do, do, do, do, doDo, do, do, do, do, do, doDo, do, do, do, do, do, do, do, doDo, do, do, do, do, do, doTonightI wanna give it all to youIn the darknessThere's so much I want to doAnd tonightI wanna lay it at your feet'Cause, girl, I was made for youAnd, girl, you were made for meI was made for loving you, babyYou were made for loving meAnd I can't get enough of you, babyCan you get enough of me?TonightI wanna see it in your eyesFeel the magicThere's something that drives me wildAnd tonightWe're going to make it all come true'Cause, girl, you were made for meAnd, girl, I was made for youI was made for loving you, babyYou were made for loving meAnd I can't get enough of you, babyCan you get enough of me?I was made for loving you, babyYou were made for loving meAnd I can give it all to you, babyCan you give it all to me?Oh, oh, ohCan't get enoughOh, ohI can't get enoughOh, oh, ohI can't get enoughYeahDo, do, do, do, do, do, do, do, doDo, do, do, do, do, do, doI was made for loving you, babyYou were made for loving meAnd I can't get enough of you, babyCan you get enough of me?Oh, I was madeYou were madeI can't get enoughNo, I can't get enoughI was made for loving you, babyYou were made for loving me"
